seq,inv,post,id,prov,doc,header,abbrev,due,w/e,fund,account,cc1,cc2,cc3,debit,credit
1,253841,08/07/2013,2026,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",810.24,""
2,253841,08/07/2013,2026,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",810.24
1,253842,08/07/2013,2027,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",540.16,""
2,253842,08/07/2013,2027,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",540.16
1,253843,08/07/2013,2808,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",742.72,""
2,253843,08/07/2013,2808,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",742.72
1,253844,08/07/2013,2049,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1181.6,""
2,253844,08/07/2013,2049,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1181.6
1,253845,08/07/2013,2028,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",675.2,""
2,253845,08/07/2013,2028,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",675.2
1,253846,08/07/2013,2029,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1147.84,""
2,253846,08/07/2013,2029,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1147.84
1,253847,08/07/2013,2030,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",1417.92,""
2,253847,08/07/2013,2030,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",1417.92
1,253848,08/07/2013,2835,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",573.92,""
2,253848,08/07/2013,2835,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",573.92
1,253849,08/07/2013,2389,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",337.6,""
2,253849,08/07/2013,2389,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",337.6
1,253850,08/07/2013,2051,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,1218,"","","",270.08,""
2,253850,08/07/2013,2051,HEALTH FIRST,08/07/2013,To Record 08/07/2013 Billing,08/13HFS,08/07/2013,To Rec for W/E  Billing,500,5018,500,"","","",270.08
1,253851,08/07/2013,2053,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",826.63,""
2,253851,08/07/2013,2053,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",826.63
1,253852,08/07/2013,2857,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",404.88,""
2,253852,08/07/2013,2857,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",404.88
1,253853,08/07/2013,2056,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",590.45,""
2,253853,08/07/2013,2056,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",590.45
1,253854,08/07/2013,2057,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",388.01,""
2,253854,08/07/2013,2057,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",388.01
1,253855,08/07/2013,2395,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",590.45,""
2,253855,08/07/2013,2395,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",590.45
1,253856,08/07/2013,2061,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",1062.81,""
2,253856,08/07/2013,2061,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",1062.81
1,253857,08/07/2013,2868,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",1417.08,""
2,253857,08/07/2013,2868,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",1417.08
1,253858,08/07/2013,2063,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",506.1,""
2,253858,08/07/2013,2063,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",506.1
1,253859,08/07/2013,2064,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,1221,"","","",691.67,""
2,253859,08/07/2013,2064,NYS CATHOLIC/FIDELIS,08/07/2013,To Record 08/07/2013 Billing,08/13FID,08/07/2013,To Rec for W/E  Billing,500,5021,500,"","","",691.67
1,253860,08/07/2013,1936,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,1213,"","","",1201.2,""
2,253860,08/07/2013,1936,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,5013,500,"","","",1201.2
1,253861,08/07/2013,2884,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,1213,"","","",960.96,""
2,253861,08/07/2013,2884,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,5013,500,"","","",960.96
1,253862,08/07/2013,2607,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,1213,"","","",1441.44,""
2,253862,08/07/2013,2607,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,5013,500,"","","",1441.44
1,253863,08/07/2013,1939,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,1213,"","","",909.48,""
2,253863,08/07/2013,1939,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,5013,500,"","","",909.48
1,253864,08/07/2013,2885,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,1213,"","","",360.36,""
2,253864,08/07/2013,2885,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,5013,500,"","","",360.36
1,253865,08/07/2013,1940,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,1213,"","","",823.68,""
2,253865,08/07/2013,1940,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,5013,500,"","","",823.68
1,253866,08/07/2013,1940,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,1213,"","","",137.28,""
2,253866,08/07/2013,1940,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,5013,500,"","","",137.28
1,253867,08/07/2013,2948,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,1213,"","","",3500.64,""
2,253867,08/07/2013,2948,UNITED HEALTH CARE,08/07/2013,To Record 08/07/2013 Billing,08/13UHC,08/07/2013,To Rec for W/E  Billing,500,5013,500,"","","",3500.64
1,253868,08/07/2013,1850,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",1417.92,""
2,253868,08/07/2013,1850,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",1417.92
1,253869,08/07/2013,1762,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",1197.0,""
2,253869,08/07/2013,1762,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",1197.0
1,253870,08/07/2013,1958,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",1417.92,""
2,253870,08/07/2013,1958,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",1417.92
1,253871,08/07/2013,2100,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",337.6,""
2,253871,08/07/2013,2100,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",337.6
1,253872,08/07/2013,2423,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",911.52,""
2,253872,08/07/2013,2423,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",911.52
1,253873,08/07/2013,2869,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",827.12,""
2,253873,08/07/2013,2869,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",827.12
1,253874,08/07/2013,2215,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",1012.8,""
2,253874,08/07/2013,2215,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",1012.8
1,253875,08/07/2013,2215,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",776.48,""
2,253875,08/07/2013,2215,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",776.48
1,253876,08/07/2013,2827,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",607.68,""
2,253876,08/07/2013,2827,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",607.68
1,253877,08/07/2013,1916,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",202.56,""
2,253877,08/07/2013,1916,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",202.56
1,253878,08/07/2013,2169,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,1212,"","","",945.28,""
2,253878,08/07/2013,2169,EMBLEM HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13EMB,08/07/2013,To Rec for W/E  Billing,300,5012,300,"","","",945.28
1,253879,08/07/2013,2212,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,1216,"","","",67.52,""
2,253879,08/07/2013,2212,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,5016,500,"","","",67.52
1,253880,08/07/2013,2212,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,1216,"","","",557.04,""
2,253880,08/07/2013,2212,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,5016,500,"","","",557.04
1,253881,08/07/2013,1957,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,1216,"","","",337.6,""
2,253881,08/07/2013,1957,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,5016,500,"","","",337.6
1,253882,08/07/2013,1961,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,1216,"","","",675.2,""
2,253882,08/07/2013,1961,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,5016,500,"","","",675.2
1,253883,08/07/2013,2127,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,1216,"","","",84.4,""
2,253883,08/07/2013,2127,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,5016,500,"","","",84.4
1,253884,08/07/2013,1963,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,1216,"","","",337.6,""
2,253884,08/07/2013,1963,HEALTH INSURANCE PLAN OF NY,08/07/2013,To Record 08/07/2013 Billing,08/13HIP,08/07/2013,To Rec for W/E  Billing,500,5016,500,"","","",337.6
1,253885,08/07/2013,1968,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",1149.05,""
2,253885,08/07/2013,1968,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",1149.05
1,253886,08/07/2013,2128,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",514.5,""
2,253886,08/07/2013,2128,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",514.5
1,253887,08/07/2013,2442,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",2881.2,""
2,253887,08/07/2013,2442,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",2881.2
1,253888,08/07/2013,2886,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",960.4,""
2,253888,08/07/2013,2886,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",960.4
1,253889,08/07/2013,1984,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",823.2,""
2,253889,08/07/2013,1984,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",823.2
1,253890,08/07/2013,1985,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",1200.5,""
2,253890,08/07/2013,1985,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",1200.5
1,253891,08/07/2013,1988,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",137.2,""
2,253891,08/07/2013,1988,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",137.2
1,253892,08/07/2013,2193,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",428.75,""
2,253892,08/07/2013,2193,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",428.75
1,253893,08/07/2013,1989,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",480.2,""
2,253893,08/07/2013,1989,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",480.2
1,253894,08/07/2013,2949,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,1217,"","","",514.5,""
2,253894,08/07/2013,2949,METROPLUS HEALTH,08/07/2013,To Record 08/07/2013 Billing,08/13MPH,08/07/2013,To Rec for W/E  Billing,500,5017,500,"","","",514.5
1,253895,08/07/2013,2703,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",602.0,""
2,253895,08/07/2013,2703,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",602.0
1,253896,08/07/2013,2703,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",240.8,""
2,253896,08/07/2013,2703,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",240.8
1,253897,08/07/2013,2704,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",206.4,""
2,253897,08/07/2013,2704,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",206.4
1,253898,08/07/2013,2704,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",137.6,""
2,253898,08/07/2013,2704,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",137.6
1,253899,08/07/2013,2788,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",1204.0,""
2,253899,08/07/2013,2788,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",1204.0
1,253900,08/07/2013,2874,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",1032.0,""
2,253900,08/07/2013,2874,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",1032.0
1,253901,08/07/2013,2874,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",412.8,""
2,253901,08/07/2013,2874,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",412.8
1,253902,08/07/2013,2706,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",206.4,""
2,253902,08/07/2013,2706,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",206.4
1,253903,08/07/2013,2870,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",430.0,""
2,253903,08/07/2013,2870,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",430.0
1,253904,08/07/2013,2870,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",172.0,""
2,253904,08/07/2013,2870,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",172.0
1,253905,08/07/2013,2707,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",516.0,""
2,253905,08/07/2013,2707,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",516.0
1,253906,08/07/2013,2708,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",361.2,""
2,253906,08/07/2013,2708,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",361.2
1,253907,08/07/2013,2708,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",120.4,""
2,253907,08/07/2013,2708,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",120.4
1,253908,08/07/2013,2711,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",688.0,""
2,253908,08/07/2013,2711,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",688.0
1,253909,08/07/2013,2711,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",275.2,""
2,253909,08/07/2013,2711,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",275.2
1,253910,08/07/2013,2712,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",516.0,""
2,253910,08/07/2013,2712,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",516.0
1,253911,08/07/2013,2871,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",344.0,""
2,253911,08/07/2013,2871,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",344.0
1,253912,08/07/2013,2871,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",172.0,""
2,253912,08/07/2013,2871,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",172.0
1,253913,08/07/2013,2736,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",602.0,""
2,253913,08/07/2013,2736,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",602.0
1,253914,08/07/2013,2713,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",1444.8,""
2,253914,08/07/2013,2713,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",1444.8
